"Impedance Magnitude",TCBar-S_#1,,
Unprocessed,,Fit,
X,Y,X,Y
Hz,ohm,Hz,ohm
19.2307692307692,1.85012176785299,19.2307692307692,2.02753106305494
20.8333333333333,1.86000202967639,20.8333333333333,2.02835197605674
22.4358974358974,1.87175386929235,22.4358974358974,2.02935081143049
24.0384615384615,1.88469705877908,24.0384615384615,2.03057418929259
25.6410256410256,1.89858272811716,25.6410256410256,2.03208505679162
27.2435897435897,1.91498426318789,27.2435897435897,2.03396977910652
28.8461538461538,1.93493002851283,28.8461538461538,2.0363490335612
30.448717948718,1.958592673556,30.448717948718,2.03939496991025
32.051282051282,1.98662052074468,32.051282051282,2.04335900045588
33.6538461538462,2.02051135828753,33.6538461538462,2.04861820453528
35.2564102564103,2.06357042937759,35.2564102564103,2.05575546311753
36.8589743589744,2.1186464484843,36.8589743589744,2.06570293559233
38.4615384615385,2.18704183098605,38.4615384615385,2.08000867707761
40.0641025641026,2.26699269826379,40.0641025641026,2.10134906510772
41.6666666666667,2.3519867087562,41.6666666666667,2.13453083760519
43.2692307692308,2.43630450106179,43.2692307692308,2.18837147853536
44.8717948717949,2.52523297930686,44.8717948717949,2.27831239373611
46.474358974359,2.62212942677289,46.474358974359,2.42336334718378
48.0769230769231,2.71113385922216,48.0769230769231,2.60301868294819
49.6794871794872,2.75525590393556,49.6794871794872,2.67082544546629
51.2820512820513,2.7193228418209,51.2820512820513,2.54717446559554
52.8846153846154,2.60883468980388,52.8846153846154,2.38478328520695
54.4871794871795,2.4728698518277,54.4871794871795,2.26883637392769
56.0897435897436,2.3557636375583,56.0897435897436,2.19593820314399
57.6923076923077,2.2650888368617,57.6923076923077,2.14996069832787
59.2948717948718,2.19454926446418,59.2948717948718,2.11988601508784
60.8974358974359,2.13549935378348,60.8974358974359,2.09938561692233
62.5,2.08042025672945,62.5,2.08486898467848
64.1025641025641,2.03160320266707,64.1025641025641,2.074242139363
65.7051282051282,1.99403499453782,65.7051282051282,2.06623774925304
67.3076923076923,1.96581033296402,67.3076923076923,2.06005965488245
68.9102564102564,1.94525598483358,68.9102564102564,2.05519010632261
70.5128205128205,1.93321343953979,70.5128205128205,2.05128176582208
72.1153846153846,1.92608291030411,72.1153846153846,2.04809507077022
73.7179487179487,1.92191262537842,73.7179487179487,2.04546067380411
75.3205128205128,1.92113247291317,75.3205128205128,2.04325621241725
76.9230769230769,1.92203908048562,76.9230769230769,2.04139152898298
78.525641025641,1.92492006857943,78.525641025641,2.03979902243949
80.1282051282051,1.93040504090443,80.1282051282051,2.03842720139275
81.7307692307692,1.93722246928321,81.7307692307692,2.03723628429744
83.3333333333334,1.94366591370744,83.3333333333334,2.03619513841854
84.9358974358974,1.95034463928604,84.9358974358974,2.0352791125657
86.5384615384616,1.95793766830305,86.5384615384616,2.03446847786709
88.1410256410256,1.96679024028913,88.1410256410256,2.0337472894124
89.7435897435898,1.97735768709438,89.7435897435898,2.03310254387973
91.3461538461539,1.98896974492272,91.3461538461539,2.03252354839235
92.948717948718,2.00087361431112,92.948717948718,2.03200144217567
94.5512820512821,2.01262068264807,94.5512820512821,2.03152883014284
96.1538461538462,2.02469846274558,96.1538461538462,2.03109949943072
97.7564102564103,2.03769891045223,97.7564102564103,2.03070819808008
99.3589743589744,2.0506173316281,99.3589743589744,2.03035046074607
100.961538461538,2.06380619395703,100.961538461538,2.03002247033835
102.564102564103,2.07803040633849,102.564102564103,2.02972094735476
104.166666666667,2.09227940726305,104.166666666667,2.02944306073788
105.769230769231,2.10573916491508,105.769230769231,2.02918635559019
107.371794871795,2.1196209269348,107.371794871795,2.02894869419155
108.341845580767,2.13331326195309,108.341845580767,2.02872820758599
109.973927659341,2.14691787721026,109.973927659341,2.02852325562137
111.630595731414,2.16125218372307,111.630595731414,2.02833239379147
113.312220165049,2.17626237821504,113.312220165049,2.02815434558432
115.019176907602,2.19155396432651,115.019176907602,2.0279879793126
116.751847569772,2.20720230814083,116.751847569772,2.02783228861172
118.589743589744,2.22350147738329,118.589743589744,2.02768637595432
120.192307692308,2.24106894428366,120.192307692308,2.02754943865744
120.295885925636,2.26037561058009,120.295885925636,2.02742075695903
122.108045931707,2.28050314812718,122.108045931707,2.02729968381987
123.947504659278,2.30030211955958,123.947504659278,2.02718563617004
125.814673341461,2.32076912859478,125.814673341461,2.02707808736968
127.709969406259,2.34237567992574,127.709969406259,2.02697656069454
129.63381656989,2.36550775220532,129.63381656989,2.02688062368915
131.410256410256,2.3899212835943,131.410256410256,2.02678988325754
133.012820512821,2.41565351935368,133.012820512821,2.02670398138289
133.568891069385,2.44261761957061,133.568891069385,2.02662259138502
135.580998138456,2.47066030533561,135.580998138456,2.02654541463971
137.820512820513,2.50023050791381,137.820512820513,2.02647217769523
139.423076923077,2.52975129150606,139.423076923077,2.02640262973189
139.696601169422,2.55860721744342,139.696601169422,2.02633654031852
141.801017223847,2.588291559701,141.801017223847,2.02627369742648
143.93713460023,2.62089632571119,143.93713460023,2.02621390566793
145.833333333333,2.65475533500971,145.833333333333,2.02615698472959
147.435897435897,2.6898418878826,147.435897435897,2.02610276797748
148.306390731715,2.72646857209495,148.306390731715,2.02605110121151
150.641025641026,2.76538261934049,150.641025641026,2.02600184155166
