"Impulse Response","0 deg",,,,,,
Ch1,,,,,,,
X,Y,,,,,,
s,Pa/V,,,,,,
-0.0500058131202242,-0.0000173658427091842,,,,,,
-0.0496099797868909,-0.00000546209891500228,,,,,,
-0.0495891464535575,-0.00000193307768040746,,,,,,
-0.0492141464535575,0.0000264055196889823,,,,,,
-0.0491933131202242,0.0000266269192993586,,,,,,
-0.0488183131202242,0.0000155699225790455,,,,,,
-0.0487974797868909,0.0000248214879235276,,,,,,
-0.0484224797868909,0.0000168737984185168,,,,,,
-0.0484016464535575,0.000016865014953932,,,,,,
-0.0480058131202242,0.0000498961803023878,,,,,,
-0.0479849797868909,0.000051854905179958,,,,,,
-0.0476099797868909,0.0000231072585998235,,,,,,
-0.0475891464535575,0.0000124342714945222,,,,,,
-0.0472141464535575,0.0000237127787977595,,,,,,
-0.0471933131202242,0.0000318100497873119,,,,,,
-0.0468183131202242,0.0000153083844901771,,,,,,
-0.0467974797868909,0.0000186951738551946,,,,,,
-0.0464224797868909,0.00000812720717917692,,,,,,
-0.0464016464535575,0.0000148841890857593,,,,,,
-0.0460266464535575,0.0000000511837376269464,,,,,,
-0.0460058131202242,-0.00000089481783950777,,,,,,
-0.0456308131202242,0.0000169029129245824,,,,,,
-0.0456099797868909,0.0000156038980563913,,,,,,
-0.0452349797868909,0.000025341714612491,,,,,,
-0.0452141464535575,0.0000266778576433017,,,,,,
-0.0448183131202242,0.0000127137974152746,,,,,,
-0.0447974797868909,0.0000149013843624372,,,,,,
-0.0444224797868909,-0.00000122749064283297,,,,,,
-0.0444016464535575,0.00000370140593595001,,,,,,
-0.0440266464535575,0.0000134876949436978,,,,,,
-0.0440058131202242,0.0000130405436798227,,,,,,
-0.0436308131202242,-0.00000935029562855767,,,,,,
-0.0436099797868909,-0.00000809716899553754,,,,,,
-0.0432349797868909,0.00000230225843452956,,,,,,
-0.0432141464535575,0.00000174321061690367,,,,,,
-0.0428391464535575,0.0000145916681951555,,,,,,
-0.0428183131202242,0.0000151675803408774,,,,,,
-0.0424433131202242,0.0000407816813760695,,,,,,
-0.0424224797868909,0.0000396743627728739,,,,,,
-0.0420266464535575,0.0000125090517957204,,,,,,
-0.0420058131202242,0.0000142596649629583,,,,,,
-0.0416308131202242,-0.0000307954298385064,,,,,,
-0.0416099797868909,-0.0000307961909789502,,,,,,
-0.0412349797868909,-0.0000118730580621879,,,,,,
-0.0412141464535575,-0.0000119592307280941,,,,,,
-0.0408391464535575,0.0000224428581736506,,,,,,
-0.0408183131202242,0.0000244916335391363,,,,,,
-0.0404433131202242,0.0000327895927464916,,,,,,
-0.0404224797868909,0.0000337331950009492,,,,,,
-0.0400474797868909,0.0000234184095363764,,,,,,
-0.0400266464535575,0.0000247178282644753,,,,,,
-0.0396516464535575,0.0000335335171333851,,,,,,
-0.0396308131202242,0.0000238029219288636,,,,,,
-0.0392558131202242,0.00000332563181525308,,,,,,
-0.0392349797868909,-0.00000363941662835422,,,,,,
-0.0388391464535575,0.0000132615836478846,,,,,,
-0.0388183131202242,0.000016518680673923,,,,,,
-0.0384433131202242,0.00000563525488025901,,,,,,
-0.0384224797868909,0.00000958496386038896,,,,,,
-0.0380474797868909,0.0000189178823223403,,,,,,
-0.0380266464535575,0.0000241281284146333,,,,,,
-0.0376516464535575,0.000015312909400277,,,,,,
-0.0376308131202242,0.0000193331563650301,,,,,,
-0.0372558131202242,0.00000779342315093453,,,,,,
-0.0372349797868909,0.0000107438390008897,,,,,,
-0.0368599797868909,0.00000484935466051558,,,,,,
-0.0368391464535575,0.00000340570155635867,,,,,,
-0.0364641464535575,0.0000138158296807324,,,,,,
-0.0364433131202242,0.00000485081107254112,,,,,,
-0.0360474797868909,0.0000263493314114474,,,,,,
-0.0360266464535575,0.0000280064952517265,,,,,,
-0.0356516464535575,0.00000972144711303525,,,,,,
-0.0356308131202242,0.0000134911417495001,,,,,,
-0.0352558131202242,0.00000527605598028075,,,,,,
-0.0352349797868909,0.0000108214878985201,,,,,,
-0.0348599797868909,0.0000299367927361906,,,,,,
-0.0348391464535575,0.0000283231875870905,,,,,,
-0.0344641464535575,0.0000375033483419253,,,,,,
-0.0344433131202242,0.0000301496586502305,,,,,,
-0.0340683131202242,0.0000235658521021828,,,,,,
-0.0340474797868909,0.000029711077730087,,,,,,
-0.0336724797868909,0.0000160499165940156,,,,,,
-0.0336516464535575,0.0000210149555277176,,,,,,
-0.0332558131202242,0.000028489795321727,,,,,,
-0.0332349797868909,0.0000287090751397701,,,,,,
-0.0328599797868909,0.000014777800298503,,,,,,
-0.0328391464535575,0.0000152675123251577,,,,,,
-0.0324641464535575,0.0000265669195732232,,,,,,
-0.0324433131202242,0.0000295193988746052,,,,,,
-0.0320683131202242,0.0000188082837191354,,,,,,
-0.0320474797868909,0.0000220876150316193,,,,,,
-0.0316724797868909,0.0000338949870031616,,,,,,
-0.0316516464535575,0.0000307091038935505,,,,,,
-0.0312766464535575,0.0000116411712679425,,,,,,
-0.0312558131202242,0.00000901585457935666,,,,,,
-0.0308808131202242,-0.0000101452588177499,,,,,,
-0.0308599797868909,-0.0000102660012882987,,,,,,
-0.0304849797868909,0.0000166202095999142,,,,,,
-0.0304641464535575,0.0000190424994398177,,,,,,
-0.0300683131202242,0.00000607565834792508,,,,,,
-0.0300474797868909,0.00000564380163619018,,,,,,
-0.0296724797868909,0.0000143707588942901,,,,,,
-0.0296516464535575,0.00000543382423044291,,,,,,
-0.0292766464535575,0.0000123920672427791,,,,,,
-0.0292558131202242,0.0000125382547137369,,,,,,
-0.0288808131202242,0.0000277793826270979,,,,,,
-0.0288599797868909,0.0000265825225973361,,,,,,
-0.0284849797868909,0.0000070970169412946,,,,,,
-0.0284641464535575,0.00000762320216675542,,,,,,
-0.0280891464535575,-0.00000223796614408132,,,,,,
-0.0280683131202242,-0.000000870101792295328,,,,,,
-0.0276933131202242,0.0000120842340115506,,,,,,
-0.0276724797868909,0.0000122741884615122,,,,,,
-0.0272766464535575,0.00000315776797796129,,,,,,
-0.0272558131202242,-0.00000010378232977126,,,,,,
-0.0268808131202242,0.0000136948970696868,,,,,,
-0.0268599797868909,0.0000163918185007199,,,,,,
-0.0264849797868909,0.00000955445751164778,,,,,,
-0.0264641464535575,0.0000117308503843428,,,,,,
-0.0260891464535575,0.0000175016653769893,,,,,,
-0.0260683131202242,0.0000145370431114361,,,,,,
-0.0256933131202242,0.0000204205042012681,,,,,,
-0.0256724797868909,0.000013005223629735,,,,,,
-0.0252974797868909,0.0000182841323219025,,,,,,
-0.0252766464535575,0.0000224836540693486,,,,,,
-0.0249016464535575,0.0000147708544316344,,,,,,
-0.0248808131202242,0.0000204475551838516,,,,,,
-0.0245058131202242,0.00000651849517658249,,,,,,
-0.0244849797868909,0.0000136557595845952,,,,,,
-0.0240891464535575,0.00000454784301397154,,,,,,
-0.0240683131202242,0.00000669152937309446,,,,,,
-0.0236933131202242,-0.00000171490676976344,,,,,,
-0.0236724797868909,-0.0000000773065325221363,,,,,,
-0.0232974797868909,0.0000091524690412638,,,,,,
-0.0232766464535575,0.0000093222372077357,,,,,,
-0.0229016464535575,0.0000196387143664591,,,,,,
-0.0228808131202242,0.00000658916768207007,,,,,,
-0.0225058131202242,-0.00000192657062076212,,,,,,
-0.0224849797868909,0.00000525555636709405,,,,,,
-0.0221099797868909,0.0000237891380140771,,,,,,
-0.0220891464535575,0.0000216839938534673,,,,,,
-0.0217141464535575,0.00000490699293501677,,,,,,
-0.0216933131202242,0.00000473462723727701,,,,,,
-0.0212974797868909,-0.0000139551784202369,,,,,,
-0.0212766464535575,-0.0000223921041702093,,,,,,
