* LEAP(TM) 5.1.0.334  §≠§Î/06/2005
* ©1993-2003 LinearX Systems Inc
* Apr 22, 2021   Thr  4:22 pm
* Design=C:\Users\tong.wang\OneDrive - ∞Í•ﬂ•x∆W§jæ«\Æ‡≠±\Matlab tools\20210315_BBQ.led
* Curve=Impedance Enc
* Info1=
* Info2=
* Info3=
* Info4=
* DataPoints= 400
* DataUnits=  Hz   Ohm  Deg
 +2.000000E+001, +1.795200E+000, +1.098070E+001
 +2.034930E+001, +1.796900E+000, +1.117960E+001
 +2.070460E+001, +1.798700E+000, +1.138240E+001
 +2.106620E+001, +1.800500E+000, +1.158910E+001
 +2.143410E+001, +1.802400E+000, +1.179990E+001
 +2.180840E+001, +1.804400E+000, +1.201480E+001
 +2.218930E+001, +1.806400E+000, +1.223390E+001
 +2.257680E+001, +1.808600E+000, +1.245730E+001
 +2.297100E+001, +1.810800E+000, +1.268520E+001
 +2.337220E+001, +1.813200E+000, +1.291760E+001
 +2.378030E+001, +1.815600E+000, +1.315470E+001
 +2.419560E+001, +1.818100E+000, +1.339660E+001
 +2.461820E+001, +1.820800E+000, +1.364330E+001
 +2.504810E+001, +1.823500E+000, +1.389500E+001
 +2.548550E+001, +1.826400E+000, +1.415190E+001
 +2.593060E+001, +1.829400E+000, +1.441400E+001
 +2.638340E+001, +1.832500E+000, +1.468150E+001
 +2.684410E+001, +1.835800E+000, +1.495450E+001
 +2.731290E+001, +1.839200E+000, +1.523320E+001
 +2.778990E+001, +1.842800E+000, +1.551780E+001
 +2.827520E+001, +1.846500E+000, +1.580830E+001
 +2.876900E+001, +1.850400E+000, +1.610490E+001
 +2.927140E+001, +1.854500E+000, +1.640790E+001
 +2.978260E+001, +1.858800E+000, +1.671730E+001
 +3.030270E+001, +1.863200E+000, +1.703330E+001
 +3.083190E+001, +1.867900E+000, +1.735620E+001
 +3.137030E+001, +1.872800E+000, +1.768610E+001
 +3.191810E+001, +1.878000E+000, +1.802320E+001
 +3.247550E+001, +1.883400E+000, +1.836770E+001
 +3.304270E+001, +1.889000E+000, +1.871990E+001
 +3.361970E+001, +1.895000E+000, +1.907990E+001
 +3.420680E+001, +1.901200E+000, +1.944790E+001
 +3.480420E+001, +1.907800E+000, +1.982430E+001
 +3.541200E+001, +1.914700E+000, +2.020920E+001
 +3.603040E+001, +1.922000E+000, +2.060290E+001
 +3.665960E+001, +1.929700E+000, +2.100560E+001
 +3.729980E+001, +1.937800E+000, +2.141760E+001
 +3.795120E+001, +1.946300E+000, +2.183920E+001
 +3.861400E+001, +1.955300E+000, +2.227070E+001
 +3.928830E+001, +1.964800E+000, +2.271230E+001
 +3.997440E+001, +1.974900E+000, +2.316440E+001
 +4.067250E+001, +1.985500E+000, +2.362720E+001
 +4.138280E+001, +1.996800E+000, +2.410100E+001
 +4.210540E+001, +2.008800E+000, +2.458610E+001
 +4.284070E+001, +2.021600E+000, +2.508300E+001
 +4.358890E+001, +2.035100E+000, +2.559170E+001
 +4.435010E+001, +2.049500E+000, +2.611270E+001
 +4.512460E+001, +2.064900E+000, +2.664630E+001
 +4.591260E+001, +2.081300E+000, +2.719270E+001
 +4.671440E+001, +2.098800E+000, +2.775220E+001
 +4.753020E+001, +2.117600E+000, +2.832500E+001
 +4.836030E+001, +2.137700E+000, +2.891140E+001
 +4.920480E+001, +2.159300E+000, +2.951140E+001
 +5.006410E+001, +2.182500E+000, +3.012530E+001
 +5.093840E+001, +2.207600E+000, +3.075290E+001
